Order ID,Order Date,Year,MONTH,Day,MonthName,Order Qty,Cost of Sales,Sales,Profit,Channel,Product Name,Manufacturer,Product Sub Category,Product Category,Region,Country
8572,10/9/2017,2017,10,9,Oct,12,52,151,100,Online,Contoso Dual Handset Cordless Phone System E20 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,China
8577,8/28/2018,2018,8,28,Aug,9,1065,1871,807,Store,Proseware Laser Jet Color Printer X300 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
8579,5/24/2019,2019,5,24,May,13,146,1950,1805,Store,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Bluetooth Headphones,Audio,North America,United States
8580,2/3/2018,2018,2,3,Feb,12,18,141,124,Store,Contoso 90W AC/DC Power Adapter E300 White,"Contoso, Ltd",Computers Accessories,Computers,North America,United States
8582,2/4/2017,2017,2,4,Feb,12,4753,7729,2977,Store,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,United States
8583,1/8/2018,2018,1,8,Jan,12,3097,11789,8692,Reseller,Fabrikam Trendsetter 1/2'' 3mm X300 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,United States
8584,9/8/2018,2018,9,8,Sep,24,4552,16296,11745,Online,WWI LCD22W M2003 White,Wide World Importers,Monitors,Computers,Europe,Germany
8586,3/7/2019,2019,3,7,Mar,20,1410,3980,2571,Reseller,Contoso Finger Touch Screen Phones M30 Black,"Contoso, Ltd",Touch Screen Phones ,Cell phones,North America,United States
8588,4/28/2018,2018,4,28,Apr,39,1839,8763,6924,Online,Contoso Laptop Keyboard X105 Silver,"Contoso, Ltd",Computers Accessories,Computers,Asia,China
8590,1/9/2017,2017,1,9,Jan,12,3299,3942,643,Store,Fabrikam SLR Camera M147 Grey,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,United States
8591,5/21/2017,2017,5,21,May,12,57,77,21,Online,Contoso Lens Cap Keeper E314 White,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,China
8592,5/18/2019,2019,5,18,May,8,1182,3331,2150,Store,A. Datum SLR Camera X136 Silver,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,Europe,United Kingdom
8593,4/9/2018,2018,4,9,Apr,13,730,5008,4278,Reseller,Contoso Home Theater System 5.1 Channel M1530 Black,"Contoso, Ltd",Home Theater System,TV and Video,Asia,China
8594,9/26/2016,2016,9,26,Sep,10,67,139,73,Store,Contoso DVD 58 DVD Storage Binder M55 Red,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,United States
8595,11/1/2018,2018,11,1,Nov,10,1151,3830,2679,Store,Proseware Laptop12 M210 Black,"Proseware, Inc.",Laptops,Computers,Europe,Germany
8596,12/3/2016,2016,12,3,Dec,12,1341,2225,885,Reseller,A. Datum Advanced Digital Camera M300 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
8599,6/9/2016,2016,6,9,Jun,9,1245,2070,826,Store,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,North America,United States
8600,6/18/2017,2017,6,18,Jun,8,42,288,247,Store,Contoso 4 Handset Cordless Phone System M86 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Ireland
8602,3/8/2019,2019,3,8,Mar,8,3595,5313,1718,Store,WWI Laptop15 M0150 Black,Wide World Importers,Laptops,Computers,Europe,United Kingdom
8604,12/22/2017,2017,12,22,Dec,12,599,678,79,Store,Contoso DVD External DVD Burner M200 Black,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,United States
8605,4/24/2019,2019,4,24,Apr,13,319,5423,5105,Online,Contoso SLR Camera X146 Orange,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Asia,China
8606,4/28/2018,2018,4,28,Apr,8,1686,2344,659,Store,The Phone Company Touch Screen Phones SAW/On-wall M806 Black,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Germany
8607,8/21/2017,2017,8,21,Aug,9,139,385,247,Store,Contoso Centrex Phone System L10 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
8608,10/10/2018,2018,10,10,Oct,10,924,12990,12067,Store,Adventure Works Laptop19W X1980 Red,Adventure Works,Laptops,Computers,North America,Canada
8612,3/2/2019,2019,3,2,Mar,12,787,2680,1894,Store,The Phone Company Microsoft Windows Mobile M200 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,North America,United States
8615,3/18/2017,2017,3,18,Mar,4,674,719,45,Store,The Phone Company Touch Screen Phones - CRT M11 Black,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Russia
8616,11/22/2016,2016,11,22,Nov,12,511,4513,4002,Store,Fabrikam Laptop13.3W M3080 Red,"Fabrikam, Inc.",Laptops,Computers,Asia,Pakistan
8617,3/4/2019,2019,3,4,Mar,10,2268,5690,3423,Store,Litware Home Theater System 4.1 Channel M412 Silver,"Litware, Inc.",Home Theater System,TV and Video,North America,United States
8619,7/5/2018,2018,7,5,Jul,24,111,228,118,Store,Contoso Power Inverter - DC to AC power inverter E900 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Germany
8620,11/14/2016,2016,11,14,Nov,5,35,300,266,Online,Contoso 4G MP3 Player E400 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,United States
8621,1/21/2017,2017,1,21,Jan,24,556,10426,9870,Store,"Fabrikam SLR Camera 35"" X358 Gold","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,United States
8622,12/3/2017,2017,12,3,Dec,10,1280,2680,1401,Store,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,United Kingdom
8625,2/24/2019,2019,2,24,Feb,18,155,1373,1219,Online,Proseware Ink Jet Fax Machine E100 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Germany
8626,12/16/2017,2017,12,16,Dec,12,3347,6949,3603,Online,WWI Laptop16 M0160 White,Wide World Importers,Laptops,Computers,North America,United States
8627,2/22/2019,2019,2,22,Feb,18,121,288,168,Reseller,Contoso Phone for MSN E200 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,France
8629,1/10/2019,2019,1,10,Jan,24,232,306,75,Catalog,Contoso Mouse Lock Bundle E200 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,United States
8630,8/5/2016,2016,8,5,Aug,4,28,52,24,Store,Contoso Mouse Lock Bundle E200 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,United States
8631,8/16/2018,2018,8,16,Aug,9,583,1062,480,Store,WWI Wireless Bluetooth Stereo Headphones M170 Black,Wide World Importers,Bluetooth Headphones,Audio,North America,Canada
8632,9/29/2018,2018,9,29,Sep,10,48,360,313,Reseller,Contoso 4 Handset Cordless Phone System M86 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
8633,2/1/2019,2019,2,1,Feb,24,684,908,224,Store,NT Bluetooth Active Headphones E202 White,Northwind Traders,Bluetooth Headphones,Audio,North America,Canada
8636,6/1/2018,2018,6,1,Jun,13,3573,3404,-170,Reseller,SV Car Video TFT6.2W E6280 Silver,Southridge Video,Car Video,TV and Video,North America,United States
8637,4/30/2018,2018,4,30,Apr,26,1002,4788,3787,Catalog,Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
8638,7/26/2016,2016,7,26,Jul,4,13,497,484,Store,Adventure Works LCD17W E203 Black,Adventure Works,Monitors,Computers,North America,United States
8639,6/17/2017,2017,6,17,Jun,18,4982,5338,356,Catalog,Contoso Home Theater System 2.1 Channel E1200 Black,"Contoso, Ltd",Home Theater System,TV and Video,North America,United States
8640,9/5/2016,2016,9,5,Sep,10,808,1980,1173,Reseller,A. Datum Point Shoot Digital Camera M500 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
8641,12/26/2018,2018,12,26,Dec,12,4435,7129,2694,Store,Proseware Laptop16 M610 White,"Proseware, Inc.",Laptops,Computers,North America,Canada
8642,4/30/2017,2017,4,30,Apr,6,71,180,109,Reseller,Contoso Laptop Cooling Hub notebook fan with 4 ports USB hub E80 Grey,"Contoso, Ltd",Computers Accessories,Computers,Asia,China
8644,6/13/2016,2016,6,13,Jun,8,135,348,213,Store,Contoso In front of Centrex L15 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,United Kingdom
8645,7/8/2016,2016,7,8,Jul,9,129,1459,1331,Reseller,Proseware Office Jet All-in-One Printer M500 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
8648,12/4/2016,2016,12,4,Dec,12,18,150,133,Store,Contoso DVD 55DVD Storage Binder M56 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,United States
8649,11/4/2016,2016,11,4,Nov,10,1806,3290,1485,Store,Contoso Home Theater System 4.1 Channel M1410 Silver,"Contoso, Ltd",Home Theater System,TV and Video,North America,United States
8651,5/25/2018,2018,5,25,May,13,3496,8668,5172,Reseller,Contoso Projector 720p M620 White,"Contoso, Ltd",Projectors & Screens,Computers,Asia,China
8653,3/17/2017,2017,3,17,Mar,10,1233,2670,1438,Store,The Phone Company Smart phones Unlocked M300 Black,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,China
8654,3/11/2019,2019,3,11,Mar,10,537,6990,6454,Store,WWI Laptop15 M0150 Black,Wide World Importers,Laptops,Computers,North America,United States
8656,11/24/2017,2017,11,24,Nov,10,2,406,404,Store,NT Wireless Bluetooth Stereo Headphones E302 White,Northwind Traders,Bluetooth Headphones,Audio,North America,United States
8657,3/20/2017,2017,3,20,Mar,10,447,7580,7134,Online,Fabrikam Laptop15.4W M5480 White,"Fabrikam, Inc.",Laptops,Computers,Asia,China
8658,11/15/2016,2016,11,15,Nov,5,47,50,4,Store,Contoso DVD 38 DVD Storage Binder E25 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,United States
8659,11/27/2017,2017,11,27,Nov,10,173,279,107,Store,Contoso Enhanced Capacity Battery M800 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Canada
8661,3/7/2019,2019,3,7,Mar,20,5513,11360,5848,Catalog,"Contoso SLR Camera 35"" X358 Silver Grey","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,United States
8662,4/13/2018,2018,4,13,Apr,13,2955,5856,2902,Store,Contoso Home Theater System 4.1 Channel M1420 Black,"Contoso, Ltd",Home Theater System,TV and Video,North America,United States
8663,5/22/2018,2018,5,22,May,26,10990,22428,11439,Reseller,Fabrikam Business Videographer 1'' 25mm M600 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,United States
8664,10/25/2016,2016,10,25,Oct,5,284,1000,717,Store,"Adventure Works 20"" Analog CRT TV E45 White",Adventure Works,Televisions,TV and Video,North America,United States
8666,6/1/2017,2017,6,1,Jun,13,2981,3444,463,Store,The Phone Company Smart phones 8 GB of Memory M400 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Canada
8668,11/24/2016,2016,11,24,Nov,30,10082,17640,7559,Catalog,"A. Datum SLR Camera 35"" X358 Black",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,United States
8671,2/4/2019,2019,2,4,Feb,12,1964,10296,8333,Store,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Canada
8672,2/16/2019,2019,2,16,Feb,40,2010,2400,390,Online,Contoso 4G MP3 Player E400 Orange,"Contoso, Ltd",MP4&MP3,Audio,Asia,China
8674,2/14/2017,2017,2,14,Feb,12,1305,1856,552,Store,Contoso DVD 9-Inch Player Portable M300 Black,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,United States
8675,12/19/2018,2018,12,19,Dec,12,1048,2912,1865,Store,Contoso Screen 106in M060 White,"Contoso, Ltd",Projectors & Screens,Computers,North America,United States
8676,12/20/2016,2016,12,20,Dec,120,9,353,344,Store,Reusable Phone Screen Protector E120,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,Canada
8677,3/4/2017,2017,3,4,Mar,5,373,495,123,Store,WWI LCD17 E200 Black,Wide World Importers,Monitors,Computers,North America,United States
8678,12/30/2016,2016,12,30,Dec,12,392,5760,5369,Online,Contoso Home Theater System 4.1 Channel M1420 Black,"Contoso, Ltd",Home Theater System,TV and Video,Asia,China
8680,11/9/2018,2018,11,9,Nov,10,245,680,436,Store,Contoso Lens Adapter M450 White,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,United Kingdom
8681,5/15/2019,2019,5,15,May,13,3028,2794,-235,Reseller,WWI Projector 480p LCD12 White,Wide World Importers,Projectors & Screens,Computers,North America,United States
8682,7/9/2018,2018,7,9,Jul,18,168,282,115,Online,Contoso Phone with Memory Dialing-2 lines E90 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,China
8683,7/3/2018,2018,7,3,Jul,8,510,2805,2296,Online,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Desktops,Computers,Europe,Germany
8689,6/1/2018,2018,6,1,Jun,13,1018,2300,1282,Store,A. Datum Advanced Digital Camera M300 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
8690,5/1/2018,2018,5,1,May,26,79,1205,1127,Reseller,Contoso Expandable1-Handset Cordless Phone System M207 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
8691,7/8/2016,2016,7,8,Jul,12,95,299,205,Reseller,Contoso USB Cable M250 White,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Europe,France
8692,10/17/2016,2016,10,17,Oct,100,780,2499,1720,Catalog,Cigarette Lighter Adapter for Contoso Phones E110 White,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,United States
8693,11/12/2016,2016,11,12,Nov,10,5555,9800,4246,Store,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Canada
8696,10/12/2018,2018,10,12,Oct,24,766,1270,505,Online,Contoso ADSL Modem Splitter/Filter X 3 E300 Black,"Contoso, Ltd",Computers Accessories,Computers,Asia,China
8697,3/6/2018,2018,3,6,Mar,10,4445,5990,1546,Reseller,Litware Home Theater System 5.1 Channel M514 Black,"Litware, Inc.",Home Theater System,TV and Video,Asia,China
8698,2/21/2018,2018,2,21,Feb,9,2360,3617,1257,Store,Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Italy
8700,9/17/2016,2016,9,17,Sep,36,1950,7919,5969,Online,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Desktops,Computers,Europe,Germany
8701,5/28/2017,2017,5,28,May,13,2048,4316,2269,Store,Contoso SLR Camera M144 Silver Grey,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Asia,Kyrgyzstan
8702,4/7/2018,2018,4,7,Apr,8,65,113,48,Store,Contoso Ultraportable Neoprene Sleeve E30 Black,"Contoso, Ltd",Computers Accessories,Computers,Europe,United Kingdom
8703,4/14/2018,2018,4,14,Apr,13,1476,2521,1045,Reseller,A. Datum SLR-like Digital Camera M400 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
8706,7/8/2018,2018,7,8,Jul,24,52,286,235,Online,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 Black,"Contoso, Ltd",Computers Accessories,Computers,Europe,Germany
8707,11/1/2017,2017,11,1,Nov,10,216,470,255,Store,Contoso In front of Centrex L15 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
8708,10/1/2017,2017,10,1,Oct,10,1214,2000,787,Store,"Adventure Works 20"" Analog CRT TV E45 Brown",Adventure Works,Televisions,TV and Video,Europe,United Kingdom
8709,12/16/2017,2017,12,16,Dec,12,305,468,164,Online,Contoso Private Automatic Branch Exchange M65 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,China
8711,6/19/2016,2016,6,19,Jun,18,254,3346,3093,Online,A. Datum Advanced Digital Camera M300 Grey,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
8712,7/20/2016,2016,7,20,Jul,18,1639,3312,1673,Reseller,A. Datum Consumer Digital Camera M300 Pink,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
8713,6/21/2017,2017,6,21,Jun,8,975,1440,466,Store,Fabrikam Social Videographer 1'' 25mm E400 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Ireland
8714,8/18/2017,2017,8,18,Aug,180,373,853,481,Store,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,United States
8715,3/13/2017,2017,3,13,Mar,5,28,240,213,Store,NT Wireless Bluetooth Stereo Headphones E102 White,Northwind Traders,Bluetooth Headphones,Audio,North America,United States
8716,10/27/2017,2017,10,27,Oct,10,839,2310,1472,Store,A. Datum Full Frame Digital Camera X300 Silver Grey,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
8718,5/11/2018,2018,5,11,May,13,468,608,140,Store,Proseware CRT15 E10 Black,"Proseware, Inc.",Monitors,Computers,North America,United States
8720,8/22/2016,2016,8,22,Aug,9,577,3222,2646,Store,"Contoso SLR Camera 35"" M358 Black","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,United States
8721,7/17/2017,2017,7,17,Jul,9,249,387,139,Store,Contoso Centrex Phone System L10 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,United States
8725,7/7/2016,2016,7,7,Jul,27,1007,7056,6050,Online,The Phone Company PDA Palm 3.5 inch M810 Silver,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,China
8726,8/4/2016,2016,8,4,Aug,4,36,38,3,Store,SV DVD 38 DVD Storage Binder E25 Silver,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Australia
8727,9/5/2017,2017,9,5,Sep,9,339,572,233,Store,Contoso Lens Adapter M450 Black,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,India
8730,11/10/2016,2016,11,10,Nov,5,487,950,464,Store,WWI Screen 100in M1609 White,Wide World Importers,Projectors & Screens,Computers,Europe,United Kingdom
8731,2/2/2017,2017,2,2,Feb,6,90,300,211,Store,Contoso Bluetooth Notebook Mouse E70 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,United States
8732,5/1/2017,2017,5,1,May,6,102,215,114,Store,Contoso Multi-Use Terminal Cable E308 Black,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,United States
8734,11/19/2018,2018,11,19,Nov,36,187,405,219,Reseller,Contoso Smart Battery M901 White,"Contoso, Ltd",Computers Accessories,Computers,Asia,China
8735,2/15/2019,2019,2,15,Feb,12,897,2100,1203,Reseller,WWI 2GB Spy Video Recorder Pen M300 Silver,Wide World Importers,Recording Pen,Audio,North America,United States
8737,4/15/2019,2019,4,15,Apr,26,632,1536,904,Store,Contoso 4G MP3 Player E400 Orange,"Contoso, Ltd",MP4&MP3,Audio,North America,United States
8740,9/26/2016,2016,9,26,Sep,12,4444,8388,3945,Reseller,WWI Projector 720p LCD56 Black,Wide World Importers,Projectors & Screens,Computers,Europe,France
8741,11/18/2016,2016,11,18,Nov,10,664,790,127,Store,SV 4GB Laptop Memory M65 Yellow,Southridge Video,Computers Accessories,Computers,North America,United States
8742,10/18/2017,2017,10,18,Oct,10,260,290,31,Store,Contoso 2-Line Corded Cordless Telephone M202 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Italy
8743,9/8/2018,2018,9,8,Sep,18,184,281,98,Online,Contoso Notebook Peripheral Kit M69 Grey,"Contoso, Ltd",Computers Accessories,Computers,Asia,China
8744,5/7/2019,2019,5,7,May,26,16,653,638,Store,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Bluetooth Headphones,Audio,North America,United States
8747,11/16/2016,2016,11,16,Nov,5,84,100,17,Store,Contoso General Carrying Case E304 Silver,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,United States
8748,10/19/2016,2016,10,19,Oct,15,3015,4049,1035,Store,WWI Desktop PC1.80 E1801 Silver,Wide World Importers,Desktops,Computers,North America,United States
8752,1/9/2018,2018,1,9,Jan,12,1943,3651,1709,Online,A. Datum SLR Camera M140 Pink,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,United States
8755,6/11/2018,2018,6,11,Jun,9,1103,2247,1144,Store,Proseware Screen 106in M1609 White,"Proseware, Inc.",Projectors & Screens,Computers,North America,United States
8756,6/14/2018,2018,6,14,Jun,13,1364,2007,643,Reseller,"Proseware Desk Jet All-in-One Printer, Scanner, Copier M350 Grey","Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,China
8761,12/5/2016,2016,12,5,Dec,6,701,1561,861,Store,SV Car Video TFT6.2W E6282 Black,Southridge Video,Car Video,TV and Video,North America,United States
8762,1/28/2017,2017,1,28,Jan,5,384,510,127,Store,Proseware Photo Inkjet Printer E290 Green,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Singapore
8763,12/30/2016,2016,12,30,Dec,12,1286,1861,575,Catalog,Proseware Photo Ink Jet Printer M100 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,United States
8764,10/19/2017,2017,10,19,Oct,10,1978,8600,6623,Store,Fabrikam Business Videographer 1/3'' 8.5mm M380 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Canada
8765,10/2/2018,2018,10,2,Oct,10,387,950,564,Store,Contoso Telephoto Conversion Lens M350 Black,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,United States
8766,12/15/2018,2018,12,15,Dec,12,1731,2868,1138,Store,The Phone Company Smart phones 4 GB of Memory M300 Black,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Thailand
8768,6/28/2018,2018,6,28,Jun,27,1931,3983,2053,Catalog,Contoso Bluetooth Notebook Mouse X305 White,"Contoso, Ltd",Computers Accessories,Computers,North America,United States
8773,10/14/2017,2017,10,14,Oct,10,570,600,31,Store,Contoso 4G MP3 Player E400 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,United States
8776,9/10/2016,2016,9,10,Sep,8,5,74,70,Online,Contoso DVD 38 DVD Storage Binder E25 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Asia,China
8778,2/16/2017,2017,2,16,Feb,9,911,2219,1309,Reseller,The Phone Company PDA Handheld 3.5 inch M610 Silver,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,France
8779,4/23/2017,2017,4,23,Apr,13,3104,3431,327,Store,The Phone Company PDA GPS Phone 3.5 inch M910 Silver,The Phone Company,Smart phones & PDAs ,Cell phones,North America,United States
8783,3/26/2017,2017,3,26,Mar,10,577,950,374,Store,Contoso Telephoto Conversion Lens M350 Black,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,Asia,Armenia
8784,8/2/2016,2016,8,2,Aug,4,45,61,17,Reseller,Contoso USB Wave Multi-media Keyboard E280 Black,"Contoso, Ltd",Computers Accessories,Computers,Asia,China
8786,10/29/2017,2017,10,29,Oct,10,457,600,144,Store,Contoso 4G MP3 Player E400 Silver,"Contoso, Ltd",MP4&MP3,Audio,North America,United States
8787,11/28/2017,2017,11,28,Nov,10,233,960,727,Store,Contoso 4GB Portable MP3 Player M450 Yellow,"Contoso, Ltd",MP4&MP3,Audio,North America,United States
8789,11/20/2018,2018,11,20,Nov,20,1711,2580,870,Store,A. Datum Compact Digital Camera M200 Green,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,United States
8790,12/5/2018,2018,12,5,Dec,12,32,2868,2837,Store,The Phone Company Smart phones 4 GB of Memory M300 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Thailand
8792,6/7/2016,2016,6,7,Jun,9,107,123,17,Store,Contoso DVD 58 DVD Storage Binder M55 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,United States
8793,7/12/2018,2018,7,12,Jul,12,3313,8340,5027,Reseller,Adventure Works Laptop15 M1501 Blue,Adventure Works,Laptops,Computers,Europe,France
8795,12/26/2016,2016,12,26,Dec,6,87,565,478,Store,Adventure Works LCD15 E100 White,Adventure Works,Monitors,Computers,North America,United States
8797,3/1/2017,2017,3,1,Mar,6,142,148,6,Store,Contoso Mini Battery Charger Kit E320 White,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,United States
8800,11/13/2018,2018,11,13,Nov,24,3292,3729,437,Store,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Recording Pen,Audio,Asia,Syria
8801,4/6/2019,2019,4,6,Apr,26,187,394,208,Online,Contoso USB Optical Mouse E200 Gold,"Contoso, Ltd",Computers Accessories,Computers,Asia,China
8802,5/9/2018,2018,5,9,May,16,174,2064,1891,Store,Contoso 8GB MP3 Player new model M820 Yellow,"Contoso, Ltd",MP4&MP3,Audio,Europe,Germany
8803,7/22/2018,2018,7,22,Jul,18,1622,1836,215,Online,SV 80GB USB2.0 Portable Hard Disk E500 Red,Southridge Video,Computers Accessories,Computers,North America,United States
8804,8/8/2018,2018,8,8,Aug,9,387,1770,1384,Reseller,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Recording Pen,Audio,North America,United States
8805,6/25/2018,2018,6,25,Jun,8,958,4704,3747,Store,"A. Datum SLR Camera 35"" X358 Silver",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,Europe,France
8809,12/28/2016,2016,12,28,Dec,10,193,510,318,Online,Contoso Optical USB Mouse M45 Black,"Contoso, Ltd",Computers Accessories,Computers,Europe,Germany
8811,3/25/2018,2018,3,25,Mar,20,214,500,287,Catalog,Contoso USB Cable M250 White,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,United States
8815,3/19/2018,2018,3,19,Mar,10,1270,2690,1421,Online,The Phone Company Smart phones 8 GB of Memory M400 White,The Phone Company,Smart phones & PDAs ,Cell phones,North America,United States
8816,5/1/2019,2019,5,1,May,26,3124,5110,1987,Reseller,"Adventure Works 20"" Analog CRT TV E45 Brown",Adventure Works,Televisions,TV and Video,Asia,China
8817,3/6/2017,2017,3,6,Mar,10,155,170,16,Store,Contoso Phone with 13-Number Memory (210) M301 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,China
8818,1/12/2019,2019,1,12,Jan,24,6738,7426,689,Store,A. Datum SLR Camera M137 Grey,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,United States
8819,4/27/2018,2018,4,27,Apr,13,902,7292,6390,Online,"A. Datum SLR Camera 35"" X358 Silver",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,United States
8822,9/4/2016,2016,9,4,Sep,12,1102,1452,351,Store,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Russia
8823,10/11/2016,2016,10,11,Oct,5,3,108,106,Store,Contoso 2G MP3 Player E200 Blue,"Contoso, Ltd",MP4&MP3,Audio,North America,United States
8825,6/21/2016,2016,6,21,Jun,13,1342,3472,2131,Online,"Adventure Works 19"" Portable LCD HDTV M110 Black",Adventure Works,Televisions,TV and Video,Asia,China
